지역,등록번호,학원명,학원종류,분야구분,학원주소,우편번호,등록상태,설립자,일시수용능력인원,정원합계,교습과정,교습과목,정원,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,총교습비(시간당),경도,위도
포항시,2521,잇올스파르타독학재수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로 149, , 301호, 302호, 303호, 304호 일부 (이동, 포스코아)",37676,개원,주식회사잇올,66,170,보습,"고등 국,영,수,사,과F",10,0,0,0,0,0,0,0,0,0,129.3396855,36.0283444
포항시,1843,이지플러스수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 정몽주로 667, , 3층 (오천읍)",790904,개원,이재화,15,75,보습,중등수학,15,0,0,0,0,0,0,0,180000,11250,129.4130311,35.97724644
포항시,2617,이현수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창동로 46, , 401호 (우현동)",37636,개원,이상현,30,100,보습,수학고등2,25,0,0,0,0,0,0,0,350000,13333,129.3636336,36.05583194
포항시,등1563,일신영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 상공로 149-1,  2층 3층 (대도동)",790140,개원,금교목,40,110,보습,"고등C단과(영어,수학,과학,사회,한문)",10,0,0,0,0,0,0,0,225000,11250,129.3627327,36.02069189
포항시,2023,입시박스학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 양덕로44번길 18, , 2층 (양덕동)",791270,개원,박기범,90,240,보습,수학(중등-주말),10,0,0,0,0,0,0,0,90000,11250,129.4040712,36.08237778
포항시,1764,이정아음악학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 효성로 12 ,  3층 일부 (효자동)",790330,개원,이정아,15,36,음악,피아노(고급),9,0,0,0,0,0,0,0,140000,7000,129.3350507,36.00630657
포항시,등1248,이창호학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로 114,   3층 (대잠동)",790825,개원,배영옥,15,30,보습,중등과학,10,0,0,0,0,0,0,0,230000,10952,129.3412479,36.02535108
포항시,등1498,잉글리시아이장량학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 삼흥로74번길 27-1, , 2층 (두호동)",791804,개원,이대호,100,90,보습,초등영어 2,15,0,0,0,0,0,0,0,180000,9000,129.3821547,36.06878175
포항시,등1098,장성지캠프학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 두호로 35, , 5층 (두호동)",791804,개원,김태훈,100,72,음악,피아노,2,0,0,0,0,0,0,0,60000,0,129.3744977,36.06004058
포항시,2532,잉글리시아이유캔학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 충무로 5, , 3층 일부 (오천읍)",37904,개원,이정화,40,100,보습,수학초등,10,0,0,0,0,0,0,0,160000,9524,129.4104664,35.9764321
포항시,2487,인피니티수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 철강로25번길 50, , 2층 (연일읍)",37846,개원,허현,25,75,보습,초등수학,20,0,0,0,0,0,0,0,150000,8571,129.3461288,35.99604718
포항시,2548,잉글리시아이원리학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 86-15, , 상가1동 203호 (오천읍, 포항원동3차부영사랑으로아파트상가)",37881,자진휴원(소),장미,30,90,보습,초등영어A,15,0,0,0,0,0,0,0,150000,8929,129.400015,35.97106048
포항시,2438,일등영어수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 86-15, , 상가2동 201호 (오천읍, 포항원동3차부영사랑으로아파트상가)",37881,개원,이인경,30,60,보습,초등수학1,12,0,0,0,0,0,0,0,150000,8491,129.400015,35.97106048
포항시,2672,잉글리시아이연일학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 연일로159번길 31, , 2층 (연일읍)",37843,개원,이상정,45,164,보습,영어초등1,10,0,0,0,0,0,0,0,0,0,129.3472153,35.99648768
포항시,1879,잉글리시아이우현캠퍼스학원,학교교과교습학원,국제화,"경상북도 포항시 북구 우창동로 70, , 테라스31  602호 (우현동)",791220,개원,송영선,30,200,실용외국어(유아/초·중·고),한국인전담초등영어,70,0,0,0,0,0,0,0,200000,12000,129.3658593,36.05707236
포항시,2213,인트로만화학원,학교교과교습학원,기타(대),"경상북도 포항시 북구 용당로 137, , 3층일부 (신흥동)",37706,개원,김선희,39,180,만화,만화(입시B),20,0,0,0,0,0,0,0,388000,10778,129.3631907,36.0394286
포항시,2380,재능스스로학습센터포항양덕직영학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 법원로 165, , 금성빌딩 301호 (양덕동)",37572,개원,(주)재능교육,55,94,보습,한자,4,0,0,0,0,0,0,0,33000,6188,129.3874499,36.08966869
포항시,2657,전현준음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 천마로72번길 30, , 4층 일부 (양덕동)",37589,개원,전현준,12,100,음악,피아노(중급),40,0,0,0,0,0,0,0,150000,6122,129.4002306,36.08289474
포항시,2271,장현수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로 99, , 2층 (대잠동)",37678,개원,장금란,20,100,보습,수학(중등B),20,0,0,0,0,0,0,0,500000,10714,129.340574,36.02394184
포항시,등644,인하미술학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 흥해읍 도음로 902, , 학천삼도미래타운상가 201, 202 (흥해읍)",37564,개원,배임숙,30,40,미술,초급,20,0,0,0,0,0,0,0,120000,6122,129.3320637,36.07813421
포항시,2394,잉글리시아이문덕영어학원,학교교과교습학원,국제화,"경상북도 포항시 남구 오천읍 남원로 85-87, , 2층일부 (오천읍)",37883,개원,김문희,40,166,실용외국어(유아/초·중·고),기초1(초등),20,0,0,0,0,0,0,0,170000,10200,129.4008336,35.9665135
포항시,등476,장학입시단과학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 용흥로 52, , 2층 (용흥동)",791811,개원,이종미,94,20,보습,"중등단과(영,수,과)",5,0,0,0,0,0,0,0,200000,6666,129.3542122,36.03472057
포항시,2496,장성해법수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 새천년대로1249번길 10-6, , 3층 일부 (장성동)",37585,개원,윤성환,20,60,보습,중등수학(B),10,0,0,0,0,0,0,0,0,0,129.38365,36.07504967
포항시,2048,장신애음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 학전로111번길 22, , 2층 (두호동)",791804,개원,장신애,15,90,음악,입시,9,0,0,0,0,0,0,0,600000,10714,129.3737214,36.0631431
포항시,2547,잉글리시아이엠베스트학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 동해면 일월로 60, , 2층 (동해면)",37926,개원,오지연,29,87,보습,국어(초등),8,0,0,0,0,0,0,0,60000,7500,129.4395432,35.98863098
포항시,1846,잉글리쉬홀릭학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 83, , 301호 (오천읍)",37883,개원,김주영,36,100,보습,영어(초등3),20,0,0,0,0,0,0,0,210000,8750,129.4010045,35.96873087
포항시,등1280,정승화영어단과학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 유강길9번길 36, , 3층 일부  (연일읍)",790885,개원,정수교,30,60,보습,초등영어B,12,0,0,0,0,0,0,0,200000,9524,129.3163359,36.00367767
포항시,등1707,정샘수학영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 두호로 28, , 2층 (두호동)",37624,개원,정효윤,33,86,보습,영어(초등),10,0,0,0,0,0,0,0,200000,9524,129.3752999,36.06024987
포항시,등1549,정미령음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 성실로 70, , 3층 (장성동)",37615,개원,정미령,30,80,음악,피아노(초급),15,0,0,0,0,0,0,0,130000,5714,129.3735955,36.0694524
포항시,2039,잘가르치는우쌤학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량중앙로 50, , 203호 (양덕동, 장원상가)",791270,개원,우철원,40,120,보습,"중등단과(국,영,수)",20,0,0,0,0,0,0,0,220000,11000,129.3871949,36.0900026
포항시,1900,정철영어학원,학교교과교습학원,국제화,"경상북도 포항시 북구 우창동로 70, , 테라스31 502호 (우현동)",791220,개원,정재희,36,70,실용외국어(유아/초·중·고),영어1(한국인),8,0,0,0,0,0,0,0,200000,10000,129.3658593,36.05707236
포항시,2665,잉글리시아이문덕학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 해병로 389-15, , 1층 일부 (오천읍)",37916,개원,이채하,39,100,보습,초등 A,50,0,0,0,0,0,0,0,160000,9143,129.4102396,35.96058961
포항시,2411,정갑성수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창동로 70, , 503호 (우현동, 테라스31)",37637,개원,강진우,30,90,보습,수학(고등3),20,0,0,0,0,0,0,0,350000,13514,129.3658593,36.05707236
포항시,2570,제이미영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 효성로 72, , 2층 3층(효자동)",37835,개원,황지원,89,100,보습,영어초등A,10,0,0,0,0,0,0,0,200000,9524,129.341574,36.00576053
포항시,등744,제이엘에스정상어학원,학교교과교습학원,국제화,"경상북도 포항시 남구 대이로111번길 4, , 2층 (대잠동)",37678,개원,박정철,48,120,실용외국어(유아/초·중·고),영어E반(한국인),12,0,0,0,0,0,0,0,96000,12000,129.3407172,36.02534031
포항시,2461,장성푸르넷학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 법원로116번길 2, , 1층 일부 (장성동)",37582,개원,정보라,21,64,보습,초등영어,8,0,0,0,0,0,0,0,160000,9600,129.386003,36.08516099
포항시,2501,잉글리시아이학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 효자동길1번길 20, , 2층 (효자동)",37664,개원,이희진,46,84,보습,영어중등,12,0,0,0,0,0,0,0,205000,11389,129.328291,36.00720373
포항시,1872,정갑성학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창동로 70, , 테라스31 601호 (우현동)",791220,개원,정갑성,15,90,보습,초등수학,10,0,0,0,0,0,0,0,250000,9524,129.3658593,36.05707236
포항시,2156,제이리미용학원,평생직업교육학원,직업기술,"경상북도 포항시 북구 중앙로 276, , 2층 3층 (상원동)",37738,개원,이재희,100,367,이·미용,남성헤어,15,0,0,0,0,0,0,0,1600000,11111,129.3656256,36.03745639
포항시,1858,조아수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로18번길 65, , 2층  (장성동)",791852,개원,김명훈,18,60,보습,초등수학,20,0,0,0,0,0,0,0,180000,9524,129.3826273,36.07664122
포항시,2448,장석과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 포스코대로 124, , 2층 (대잠동, 명은빌딩)",37678,개원,장영무,30,60,보습,과학 고등A,10,0,0,0,0,0,0,0,300000,10000,129.3395207,36.02530685
포항시,2368,전문가집단영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로159번길 8, , 2층 (이동)",37675,개원,이상원,50,110,보습,초등수학B,5,0,0,0,0,0,0,0,500000,9375,129.338718,36.02911094
포항시,2590,제니타운영어학원,학교교과교습학원,국제화,"경상북도 포항시 북구 천마로89번길 13, , 2층 (양덕동)",37587,개원,김영주,30,240,실용외국어(유아/초·중·고),영어레벨5-1(한국인),20,0,0,0,0,0,0,0,200000,12500,129.3952082,36.08443228
포항시,2629,좋은선생님들학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 원동로 45, , 2층 (오천읍)",37883,개원,김동철,60,48,입시,고등수학,8,0,0,0,0,0,0,0,300000,12500,129.4025497,35.96712101
포항시,등1072,점핑입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 축항로 62, , 2층 (송도동)",37803,개원,안효민,44,80,보습,수학초등,10,0,0,0,0,0,0,0,160000,8000,129.3752718,36.02941901
포항시,2106,제시뷰티아카데미미용학원,평생직업교육학원,직업기술,"경상북도 포항시 북구 중앙로 273, , 301호 (상원동, 상원동상가신축공사)",791090,개원,장성진,40,105,이·미용,"문제성손,발톱전문가",10,0,0,0,0,0,0,0,500000,41667,129.3650349,36.03740443
포항시,2579,주블랑발레학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 흥해읍 초곡지구로 68, , 4층 (흥해읍)",37560,개원,권미주,45,405,무용,무용중급B,45,0,0,0,0,0,0,0,80000,6349,129.3396671,36.09546216
포항시,2348,재능스스로학습센터포항오천직영학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 85-99, , 2층 (오천읍)",37883,개원,(주)재능교육,27,95,보습,초등종합6(8과목선택),4,0,0,0,0,0,0,0,50000,10714,129.4008517,35.96598026
포항시,2446,종로학원하늘교육초곡학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 흥해읍 초곡지구로52번길 20-7, , 201호 (흥해읍)",37558,개원,강호인,38,70,보습,중등수학,10,0,0,0,0,0,0,0,250000,10417,129.3375667,36.09740206
포항시,등454,쥬빌리영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 흥해읍 동해대로1586번길 36, (흥해읍)",791946,개원,이진화,23,30,보습,영어(초등),6,0,0,0,0,0,0,0,150000,8571,129.3456368,36.11345822
포항시,등1076,전진욱입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로 139,   3층 (이동)",790320,개원,전진옥,30,90,보습,중등수학2,10,0,0,0,0,0,0,0,320000,10159,129.3400735,36.02744915
포항시,2621,정음국어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창서길 4, , 2층 일부 (우현동)",37635,개원,이진규,20,150,보습,국어고등B,50,0,0,0,0,0,0,0,350000,13333,129.3588985,36.05520923
포항시,2683,정혜령영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 양덕로50번길 4, , 3층 일부(양덕동)",37592,개원,김기동,17,100,보습,영어고등1,20,0,0,0,0,0,0,0,0,0,129.4023873,36.08287505
포항시,2479,조이잉글리시학원,학교교과교습학원,국제화,"경상북도 포항시 남구 오천읍 냉천로302번길 75-1, , 2층 (오천읍)",37883,개원,김효진,40,24,실용외국어(유아/초·중·고),영어초등2(한국인),6,0,0,0,0,0,0,0,190000,9500,129.4013584,35.96710804
포항시,2637,지앤비패럴랙스어학원,학교교과교습학원,국제화,"경상북도 포항시 북구 우창동로 96, , 3층 일부 (우현동)",37636,개원,한명희,60,200,실용외국어(유아/초·중·고),영어1(한국인),40,0,0,0,0,0,0,0,260000,12381,129.3683162,36.058486
포항시,등1617,종로입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창동로21번길 6, , 3층 (우현동)",791813,개원,김종철 이호희,30,100,보습,"초등단과(수학,영어)",20,0,0,0,0,0,0,0,150000,8333,129.3615618,36.05526732
포항시,2529,정애견미용학원,평생직업교육학원,직업기술,"경상북도 포항시 북구 학산로 78, , 2층 (학산동)",37718,개원,김형주,12,60,애견미용,3급반,10,0,568000,0,0,0,0,568000,1118000,31056,129.3709867,36.05040695
포항시,2470,지앤비패럴랙스학원,학교교과교습학원,종합(대),"경상북도 포항시 북구 흥해읍 초곡지구로58번길 38-2, , 2층 (흥해읍)",37558,개원,손수민,60,180,실용외국어(유아/초·중·고),영어초등A,30,0,0,0,0,0,0,0,240000,9143,129.335987,36.09683805
포항시,등1578,지성독서실,학교교과교습학원,독서실,"경상북도 포항시 북구 아호로 68 , 5층(학산동)",791180,개원,주식회사 코리아에듀,118,118,독서실(유아/초·중·고),독서실1개월,118,0,0,0,0,0,0,0,80000,111,129.3700367,36.05786479
포항시,인207,집현전독서실,학교교과교습학원,독서실,"경상북도 포항시 북구 삼흥로62번길 16-19, , 3층 (장성동)",37609,개원,차우일,50,50,독서실(유아/초·중·고),학생1개월,12,0,0,0,0,0,0,0,120000,167,129.3807067,36.06664592
포항시,1776,정준영어수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 동문로 55, , 3층 (연일읍)",37844,개원,안대상,60,82,보습,"초등단과(영어,수학)",6,0,0,0,0,0,0,0,130000,8667,129.3520107,35.99511203
포항시,2199,지곡포엠학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 지곡로 253, , 애드빌 3차 102동 207호 일부 (지곡동)",37670,개원,주식회사 포엠에듀,79,630,보습,고등수학9,30,0,0,0,0,0,0,0,480000,13091,129.3240353,36.02897579
포항시,2177,조은비바이올린음악학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 오천읍 원동로 96-1, , 2층 (오천읍)",37882,개원,조은비,28,150,음악,바이올린(중급),25,0,0,0,0,0,0,0,140000,5600,129.4027834,35.97171511
포항시,2597,젠초이에이블잉글리쉬학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창동로55번길 19, , 2층 일부 (우현동)",37636,개원,최화영,36,245,보습,영어초등A,35,0,0,0,0,0,0,0,140000,9333,129.3625945,36.05583943
포항시,등1648,참샘학원,학교교과교습학원,종합(대),"경상북도 포항시 남구 연일읍 유강길10번길 34-2, , 2층 일부, 3층 (연일읍)",37655,개원,최광용,62,105,보습,과학초등,7,0,0,0,0,0,0,0,0,0,129.3221222,36.00596513
포항시,1955,지댄스아카데미학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 포스코대로 128, , 2층  (대잠동)",790825,개원,임지영,30,90,무용,힙합,10,0,0,0,0,0,0,0,70000,6000,129.3397657,36.02545445
포항시,2500,제재스터디학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 법원로79번길 25, , 1층 (장성동)",37583,개원,권보경,35,63,보습,초등영어,25,0,0,0,0,0,0,0,300000,9000,129.3826793,36.08189708
포항시,등1124,참소리음악학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 중흥로114번길 14-4,  2층 (상도동)",790828,개원,한정애,15,45,음악,피아노초급,17,0,0,0,0,0,0,0,100000,5000,129.3529538,36.01403026
포항시,2722,조샘코이수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로46번길 11-10, , 1층(대잠동)",37681,개원,조정화,76,240,보습,수학초등B,20,0,0,0,0,0,0,0,100000,9523,129.3426989,36.02045856
포항시,2612,책나무독서유강점학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 유강길9번길 54, , 3층 (연일읍)",37656,개원,천정연,19,100,보습,독서초등A,40,0,0,0,0,0,0,0,0,0,129.3154858,36.00511302
포항시,2324,지곡센트럴원리딩클럽학원,학교교과교습학원,국제화,"경상북도 포항시 남구 지곡로 253, , 애드빌3차상가102동207호일부 (지곡동)",37670,개원,김윤한,44,110,실용외국어(유아/초·중·고),영어F(한국인),10,0,0,0,0,0,0,0,290000,10357,129.3240353,36.02897579
포항시,2516,차곡차곡리딩앤잉글리쉬학원,학교교과교습학원,국제화,"경상북도 포항시 남구 효성로30번길 10-5, , 2층 (효자동)",37836,개원,송인영,48,144,실용외국어(유아/초·중·고),영어1(한국인전담),36,0,0,0,0,0,0,0,200000,11905,129.3365172,36.00579968
포항시,2250,차수학과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 73, , 수테라스14상가 502호 (오천읍)",37883,개원,김영욱,27,90,보습,초등 수학,10,0,0,0,0,0,0,0,180000,7714,129.4017209,35.9702356
포항시,등981,주식회사지홍선커뮤니케이션즈부설학원,학교교과교습학원,기타(대),"경상북도 포항시 남구 대이로9번길 5, , 2층 (대잠동)",37685,개원,주식회사 지홍선커뮤니케이션즈부설학원,30,90,웅변,웅변A반,30,0,0,0,0,0,0,0,70000,5676,129.3432519,36.01622539
포항시,2581,책나무양덕독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 양덕로50번길 4-1, , 1층 일부 (양덕동)",37592,개원,안현정,15,60,보습,초등독서A,18,0,0,0,0,0,0,0,140000,9523,129.4025555,36.08287727
포항시,2164,차곡차곡영어수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 상공로46번길 12, , 2층 (대도동)",37830,개원,송인영,28,78,보습,영어(초등),13,0,0,0,0,0,0,0,200000,9524,129.3577439,36.01217709
포항시,1798,주식회사엑소더스어학원,학교교과교습학원,국제화,"경상북도 포항시 남구 대이로 169,   2층 (이동)",790320,개원,주식회사엑소더스어학원,100,300,실용외국어(유아/초·중·고),영어B(한국인),60,0,0,0,0,0,0,0,280000,11429,129.3389969,36.02982262
포항시,2654,책나무양서점학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로139번길 34, , 1층 (양덕동)",37587,개원,안은정,17,108,보습,중등독서3,50,0,0,0,0,0,0,0,0,0,129.3944076,36.08472899
포항시,1883,중앙피아노음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 우창동로 70, , 테라스 31 302호 (우현동)",791220,개원,서희정,20,70,음악,피아노(초급),15,0,0,0,0,0,0,0,140000,5714,129.3658593,36.05707236
포항시,2615,책나무지곡점독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 지곡로 257, , 에드빌 2차 101동 204호 일부 (지곡동)",37670,개원,노송희,30,152,보습,초등독서1,30,0,0,0,0,0,0,0,130000,9523,129.3239232,36.02920046
포항시,2486,지혜의숲학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 포스코대로 145, , 가동 203호 (이동)",37677,개원,인태연,32,96,보습,"영어초등3,4학년3",16,0,0,0,0,0,0,0,150000,9375,129.341546,36.02607723
포항시,2620,책나무두호독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 두호로 54, , 115동 201호 (두호동, 두호 SK VIEW 푸르지오 상가동)",37623,개원,박정은,75,100,보습,중등독서1,10,0,0,0,0,0,0,0,130000,10924,129.3727553,36.06089387
포항시,2594,차곡차곡리딩앤잉글리쉬장성캠퍼스학원,학교교과교습학원,국제화,"경상북도 포항시 북구 새천년대로1249번길 26, , 2층 (장성동)",37585,개원,김민수,45,80,실용외국어(유아/초·중·고),영어A(한국인),8,0,0,0,0,0,0,0,240000,11428,129.3826643,36.07615816
포항시,2677,책나무문덕독서논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 해병로 389-23, , 1층 일부",37916,개원,노진희,10,100,보습,초등독서논술1,20,0,0,0,0,0,0,0,0,0,129.4103253,35.96030264
포항시,2346,책먹는미술관미술학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 법원로25번길 44, , 2층 (장성동)",37583,개원,조은혜,17,110,미술,미술(초급1),50,0,0,0,0,0,0,0,120000,5143,129.3811225,36.07737117
포항시,2440,책나무메트로시티독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 창흥로 30, , 2층 일부 (창포동)",37631,개원,채희정,44,88,보습,초등독서1,25,0,0,0,0,0,0,0,0,0,129.3677259,36.06282494
포항시,2221,지온스터디랩학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로 177, , 3층(양덕동) (양덕동)",37589,개원,김용관,49,60,보습,영어(초등1),10,0,0,0,0,0,0,0,170000,8500,129.3999285,36.08210682
포항시,등1353,지혜학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로46번길 7-4,   2층 (대잠동)",790310,개원,공순란,20,64,보습,"초등종합1(국,수,사,과)",20,0,0,0,0,0,0,0,220000,8800,129.3424302,36.02017069
포항시,2613,책통클럽독서논술전문학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 양덕로44번길 6, , 1층 (양덕동)",37592,개원,김진영,32,80,보습,독서논술A,12,0,0,0,0,0,0,0,120000,8571,129.4026757,36.08235822
포항시,등1300,청담어학원,학교교과교습학원,국제화,"경상북도 포항시 남구 대이로159번길 5-10, , 2층 (이동)",790320,개원,이강기,195,119,실용외국어(유아/초·중·고),영어정규1(원어민),17,0,0,0,0,30000,0,30000,348000,14204,129.338963,36.02852123
포항시,2198,채움독서실,학교교과교습학원,독서실,"경상북도 포항시 남구 대이로 145, , 201호 (이동)",37676,개원,박해숙,61,96,독서실(유아/초·중·고),1인실(학생),27,0,0,0,0,0,0,0,120000,1667,129.3398692,36.02807046
포항시,2695,책나무침촌독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 침촌지구2길 2, ,  3층(장성동)",37577,개원,김유미,24,130,보습,초등독서2,25,0,0,0,0,0,0,0,0,0,129.3789929,36.0854941
포항시,2544,책나무독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 효성로 22-1, , 3층 (효자동)",37836,개원,노송희,36,108,보습,초등독서1,30,0,0,0,0,0,0,0,120000,9523,129.3361168,36.00622848
포항시,2667,책마중리드인독서논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 85-71, , 3층 (오천읍)",37883,개원,기미화,20,150,보습,국어초등B,15,0,0,0,0,0,0,0,160000,9524,129.4008657,35.96726312
포항시,등1398,청정독서실,학교교과교습학원,독서실,"경상북도 포항시 남구 연일읍 연일로159번길 63, , 3층4층 (연일읍)",37843,개원,이종태,80,85,독서실(유아/초·중·고),성인15일,10,0,0,0,0,0,0,0,80000,356,129.350614,35.99681167
포항시,2606,채움학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 대곡로 52-1, , 3층 (두호동)",37617,개원,전민지,46,240,보습,수학 초등1,19,0,0,0,0,0,0,0,190000,9500,129.3734282,36.06773724
포항시,2588,책나무포항법원독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량중앙로 55, , 2층 일부 (양덕동)",37572,개원,박희영,20,100,보습,초등독서1,10,0,0,0,0,0,0,0,0,0,129.3881623,36.09032521
포항시,2194,창의와인성학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 천마로72번길 30, , 2층 (양덕동)",37589,개원,노중근,40,104,보습,"초등(역사,세계사)",10,0,0,0,0,0,0,0,150000,9375,129.4002306,36.08289474
포항시,2442,초곡센텀수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 흥해읍 초곡지구로58번길 38-12, , 3층 (흥해읍)",37558,개원,안형철,66,132,보습,고등수학B,9,0,0,0,0,0,0,0,320000,13251,129.3360214,36.09758544
포항시,2535,초등전문스마트해법학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 동해면 연오로7번길 1, , 303호 일부(동해면)",37926,개원,이민경,47,64,보습,초등영어,9,0,0,0,0,0,0,0,150000,7500,129.442273,35.98803373
포항시,2614,책나무원동독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 85-91, , 201호 (오천읍)",37883,개원,손영순,36,200,보습,초등독서1,10,0,0,0,0,0,0,0,0,0,129.4009142,35.96630983
포항시,2704,청어람수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 새천년대로1123번길 12, ,  창포청구타운 상가동 301호, 302호 일부(장성동)",37628,개원,김수정,60,35,보습,수학초등,20,0,0,0,0,0,0,0,0,0,129.3710053,36.06941096
포항시,1939,청운매쓰캔수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 대안길 71, , 3층  (용흥동)",791811,개원,최제우,30,60,보습,수학(초등),20,0,0,0,0,0,0,0,120000,7200,129.3500566,36.04207113
